Player;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;1997;1996;1995;1994;1993;1992;1991
Hassan Whiteside;22116750;981348;10768;;;762195;730437;;;;;;;;;;;;;;;;;;;;
Haywoode Workman;;;;;;;;;;;;;;;;;;510000;1440000;1260000;1080000;900000;400000;320000;;250000;120000
Hedo Turkoglu;;;1448490;749148;11815850;11015850;10215850;9000000;6864200;6373900;5883600;5393300;4903000;1995611;1300920;1216080;1131240;;;;;;;;;;
Henry James;;;;;;;;;;;;;;;;;;;;1000000;181100;;;150000;477000;477000;75000
Henry Sims;75000;156783;915243;788872;;;;;;;;;;;;;;;;;;;;;;;
Henry Turner;;;;;;;;;;;;;;;;;;;;;;235000;180000;;;;
Henry Walker;;;253928;;;885120;854389;736420;542114;;;;;;;;;;;;;;;;;;
Herb Williams;;;;;;;;;;;;;;;;;;;1000000;766667;757000;1300000;1000000;1600000;430000;1183000;1000000
Herbert Hill;;;;;;;;;;427163;;;;;;;;;;;;;;;;;
Hersey Hawkins;;;;;;;;;;;;;;;;;1200000;4164100;3644000;3124100;2604000;2500000;2500000;2400000;2400000;805000;1000000
Hilton Armstrong;;;;284053;;;992680;2801198;2032800;1900200;1767600;;;;;;;;;;;;;;;;
Hollis Thompson;1015696;947276;816482;490180;;;;;;;;;;;;;;;;;;;;;;;
Horace Grant;;;;;;;;;;;;;;1070000;2661538;2419580;6500000;5952381;7843000;14285714;14857000;2763000;2125000;1950000;1900000;1750000;1000000
Horace Jenkins;;;;;;;;;;;;;385277;;;;;;;;;;;;;;
Horacio Llamas Grey;;;;;;;;;;;;;;;;;;;425000;272250;;;;;;;
Hot Rod Williams;;;;;;;;;;;;;;;;;;1925000;;;;;;;3786000;3786000;3785000
Howard Eisley;;;;;;;;;;;162660;291567;5201923;5843750;5312500;4781250;4250000;1560000;1400000;1240000;298000;Unknown;150000;;;;
Howard Nathan;;;;;;;;;;;;;;;;;;;;;;300000;;;;;
Howard Wright;;;;;;;;;;;;;;;;;;;;;;;;;5000;;
Hubert Davis;;;;;;;;;;;;;;2956250;2687500;2418750;2100000;752500;645000;537500;1295000;1116000;940000;764000;588000;;
Ian Clark;1015696;947276;91254;490180;;;;;;;;;;;;;;;;;;;;;;;
Ian Lockhart;;;;;;;;;;;;;;;;;;;;;;;;;;263000;130000
Ian Mahinmi;15944154;4000000;4000000;4000000;4000000;915852;762196;1079640;1009200;938760;;;;;;;;;;;;;;;;;
Ibo Kutluay;;;;;;;;;;;;1760000;1600000;;;;;;;;;;;;;;
Igor Rakocevic;;;;;;;;;;;;;;;349458;;;;;;;;;;;;
Ike Diogu;;;;;;64028;608772;884881;2912823;2286360;2137200;1988160;;;;;;;;;;;;;;;
Iman Shumpert;9662922;8988765;2761114;1797600;1680360;1563120;;;;;;;;;;;;;;;;;;;;;
Ime Udoka;;;;;;;264232;838034;1080000;1000000;744551;;;;;;;;;;;;;;;;
Ira Bowman;;;;;;;;;;;;;;;;19787;;4529;;;;;;;;;
Ira Newble;;;;;;;;;;3441900;3196050;2950200;2704350;2458500;587435;;316969;;;;;;;;;;
Irving Thomas;;;;;;;;;;;;;;;;;;;;;;;;;;;120000
Isaac Austin;;;;;;;;;;;;;;;;5695715;5500000;4819451;5000000;384000;247500;;;450000;400000;130000;
Isaiah Canaan;1015696;947276;816482;570515;;;;;;;;;;;;;;;;;;;;;;;
Isaiah Cousins;100000;;;;;;;;;;;;;;;;;;;;;;;;;;
Isaiah Morris;;;;;;;;;;;;;;;;;;;;;;;;;140000;;
Isaiah Rider;;;;;;;;;;;;;;;;112797;736000;5410000;4810000;4210000;3610000;3010000;2500000;2000000;;;
Isaiah Taylor;50000;;;;;;;;;;;;;;;;;;;;;;;;;;
Isaiah Thomas;6587132;6912869;7238606;884293;762195;473604;;;;;;;;;;;;;;;;;;;;;
Ish Smith;6000000;1100602;915243;916099;854389;116768;473604;;;;;;;;;;;;;;;;;;;;
Isiah Thomas;;;;;;;;;;;;;;;;;;;;;;;;2520000;2272000;2960000;2720000
Ivan Johnson;;;;;962195;473604;;;;;;;;;;;;;;;;;;;;;
Ivan McFarlin;;;;;;;;;;;412718;;;;;;;;;;;;;;;;
Ivano Newbill;;;;;;;;;;;;;;;;;;;;272250;247500;;150000;;;;
J.J. Barea;4096950;4290000;1302579;4687000;4493500;4300000;1815000;1657500;1500000;687456;412718;;;;;;;;;;;;;;;;
J.J. Hickson;;5613500;5381750;5150000;4000000;2354537;1528920;1429200;1329480;;;;;;;;;;;;;;;;;;
J.J. O'Brien;;31071;;;;;;;;;;;;;;;;;;;;;;;;;
J.J. Redick;7377500;7085000;6792500;6500000;6190000;6750000;7250000;2839408;2139720;2000160;1860720;;;;;;;;;;;;;;;;
J.P. Tokoto;100000;;;;;;;;;;;;;;;;;;;;;;;;;;
J.R. Bremer;;;;;;;;;;;;;;563679;349458;;;;;;;;;;;;
J.R. Giddens;;;;;;;;1028880;957120;;;;;;;;;;;;;;;;;;
J.R. Henderson;;;;;;;;;;;;;;;;;;;287500;;;;;;;;
J.R. Reid;;;;;;;;;;;;;;;800000;;2200000;2000000;780000;650000;;2658000;2215000;1818000;1250000;1250000;1250000
J.R. Smith;12800000;5000000;6515510;5565000;2806452;2382353;6757851;5508426;4985001;2134067;1387560;1297080;1206600;;;;;;;;;;;;;;
Jabari Brown;;;110420;;;;;;;;;;;;;;;;;;;;;;;;
Jabari Parker;5374320;5152440;4930560;;;;;;;;;;;;;;;;;;;;;;;;
Jabari Smith;;;;;;;;;;;;;720046;638679;;465850;316969;;;;;;;;;;
Jack Cooley;;;29843;;;;;;;;;;;;;;;;;;;;;;;;
Jack Haley;;;;;;;;;;;;;;;;;;510000;;272250;;225000;150000;390000;390000;300000;360000
Jack Sikma;;;;;;;;;;;;;;;;;;;;;;;;;;;1600000
Jackie Butler;;;;;;;;;2552000;2350000;2200000;398762;;;;;;;;;;;;;;;
Jackson Vroman;;;;;;;;;;;;682051;385277;;;;;;;;;;;;;;
Jacque Vaughn;;;;;;;;;1262275;1219950;1071225;1094550;932546;813679;699935;590850;1500000;781800;691560;601320;;;;;;;
Jae Crowder;6286408;6796117;915243;788872;600491;;;;;;;;;;;;;;;;;;;;;;
Jahidi White;;;;;;;;;;;;;6166466;5676091;4903750;4413375;3922000;385000;Unknown;;;;;;;;
Jahlil Okafor;4788840;4582680;;;;;;;;;;;;;;;;;;;;;;;;;
JaJuan Johnson;;;;;1120440;1042320;;;;;;;;;;;;;;;;;;;;;
JaKarr Sampson;;250017;507336;;;;;;;;;;;;;;;;;;;;;;;;
Jake Tsakalidis;;;;;;;;;;;2900000;2900000;2900000;1580702;877680;820400;763200;;;;;;;;;;
Jake Voskuhl;;;;;;;;;826153;3000000;2000000;1937500;1687500;1500000;587435;465850;316969;;;;;;;;;;
Jalen Jones;25000;;;;;;;;;;;;;;;;;;;;;;;;;;
Jalen Rose;;;;;;;;;;;14601500;15694250;14487000;13279750;12072500;10865250;9660000;2437500;2145000;1852500;1560000;1268000;975000;;;;
Jamaal Franklin;163296;;19211;535000;;;;;;;;;;;;;;;;;;;;;;;
Jamaal Magloire;;;;;;1352181;1229255;1229225;1141838;4000000;8433334;8533333;8533333;1726771;1121280;1048080;975000;;;;;;;;;;
Jamaal Tinsley;;;;115286;1352181;1229255;5500000;5200000;6750000;6300000;5850000;5400000;1554326;861600;805320;749160;;;;;;;;;;;
Jamal Crawford;13253012;5675000;5450000;5225000;5000000;5000000;10800000;9360000;8640000;7920000;7200000;6480000;5760000;2577937;2026680;1894560;1762320;;;;;;;;;;
Jamal Mashburn;;;;;;;;;;;;10075000;9300000;8525000;7750000;6975000;6200000;5600000;5033000;4433334;3833000;3233000;2633300;2033000;;;
Jamal Robinson;;;;;;;;;;;;;;;;;40000;;;;;;;;;;
Jamal Sampson;;;;;;;;;;;771331;719373;695046;563679;349458;;;;;;;;;;;;
Jamario Moon;;;;;;;3000000;2750000;711517;427163;;;;;;;;;;;;;;;;;
Jameel Warney;20000;;;;;;;;;;;;;;;;;;;;;;;;;;
Jameer Nelson;4540525;4345000;2750000;8600000;8600000;7800000;7800000;6138888;7700000;1961609;1272120;1189200;1106160;;;;;;;;;;;;;;
Jamel Thomas;;;;;;;;;;;;;;;;;;26636;;;;;;;;;
James Anderson;;1015421;;916099;472427;1463520;1361400;;;;;;;;;;;;;;;;;;;;
James Augustine;;;;;;;;;;687456;412718;;;;;;;;;;;;;;;;
James Collins;;;;;;;;;;;;;;;;;;;;242000;;;;;;;
James Cotton;;;;;;;;;;;;;;;;;;460000;Unknown;242000;;;;;;;
James Donaldson;;;;;;;;;;;;;;;;;;;;;;300000;;;;880000;880000
James Edwards;;;;;;;;;;;;;;;;;;;;;;225000;325000;1300000;250000;933000;935000
James Ennis;2898000;845059;507336;;;;;;;;;;;;;;;;;;;;;;;;
James Harden;26540100;15756438;14728844;13701250;5820417;4604760;4304520;4054160;;;;;;;;;;;;;;;;;;;
James Johnson;4000000;2500000;2500000;680263;2812006;1833120;1713600;1594080;;;;;;;;;;;;;;;;;;;
James Jones;1551659;1499187;1448490;1500000;1757161;1650667;1069509;4320000;4010000;2900000;2650000;2400000;620046;366931;;;;;;;;;;;;;
James Lang;;;;;;;;;;;771331;;;;;;;;;;;;;;;;
James Michael McAdoo;980431;845059;259637;;;;;;;;;;;;;;;;;;;;;;;;
James Nunnally;;;;57668;;;;;;;;;;;;;;;;;;;;;;;
James Posey;;;;;;7595600;7148800;6031800;5585000;3206000;6392100;5900400;5408700;4917000;1723606;1120680;1047600;974520;;;;;;;;;
James Robinson;;;;;;;;;;;;;;;;;1870000;1866667;1800000;1500000;1235000;1040000;845000;650000;;;
James Scott;;;;;;;;;;;;;;;;;;;;;220000;;;;;;
James Singleton;;;;;;;;1030189;826269;;675000;625000;;;;;;;;;;;;;;;
James Southerland;;;;123987;;;;;;;;;;;;;;;;;;;;;;;
James Thomas;;;;;;;;;;;;148698;;;;;;;;;;;;;;;
James Webb;65000;;;;;;;;;;;;;;;;;;;;;;;;;;
James White;;;;;854389;;;;;;412718;;;;;;;;;;;;;;;;
James Worthy;;;;;;;;;;;;;;;;;;;;;;5150000;7250000;1800000;1850000;1750000;1600000
James Young;1825200;1749840;1674480;;;;;;;;;;;;;;;;;;;;;;;;
JamesOn Curry;;;;;;;;26917;;427163;;;;;;;;;;;;;;;;;
Jamie Feick;;;;;;;;;;;;;;;2600000;2400000;2200000;2000000;425000;272250;;;;;;;
Jamie Watson;;;;;;;;;;;;;;;;;;250000;;;1000000;1000000;150000;;;;
Jamison Brewer;;;;;;;;;;;;;720046;638679;512435;332817;;;;;;;;;;;
JaMychal Green;980431;845059;217856;;;;;;;;;;;;;;;;;;;;;;;;
Jan Tabak;;;;;;;;;;;;;;;;;;;;;;;500000;;;;
Jan Vesely;;;;3524880;3294960;3065040;;;;;;;;;;;;;;;;;;;;;
Jannero Pargo;;;1448490;1399507;115122;1223166;;2000000;;1830000;1000000;895248;695046;563679;349458;;;;;;;;;;;;
Jared Cunningham;;56052;915243;1208400;1156320;;;;;;;;;;;;;;;;;;;;;;
Jared Dudley;10470000;4375000;4250000;4250000;4250000;4250000;2151068;1307640;1222320;1137000;;;;;;;;;;;;;;;;;
Jared Jeffries;;;;;1475106;1229255;6883800;6466600;6049400;5632200;5215000;2433824;1834080;1714440;1594920;;;;;;;;;;;;
Jared Reiner;;;;;;;;;;;396905;242612;385277;;;;;;;;;;;;;;
Jared Sullinger;5628000;2269260;1424520;1365720;1306920;;;;;;;;;;;;;;;;;;;;;;
Jarell Eddie;175000;555039;29843;;;;;;;;;;;;;;;;;;;;;;;;
Jarell Martin;1286160;1230840;;;;;;;;;;;;;;;;;;;;;;;;;
Jaren Jackson;;;;;;;;;;;;;;;;3020834;1750000;2483333;Unknown;272250;247500;;140350;;140000;;
Jarnell Stokes;980431;525093;507336;;;;;;;;;;;;;;;;;;;;;;;;
Jarrett Jack;980431;6300000;6300000;6300000;5400000;5000000;4600000;4500000;2002623;1217400;1137960;1058640;;;;;;;;;;;;;;;
Jarrod Uthoff;50000;;;;;;;;;;;;;;;;;;;;;;;;;;
Jarron Collins;;;;;;;643551;1181803;2074302;2350000;2625698;1700000;1700000;1250000;1150000;332817;;;;;;;;;;;
Jarvis Hayes;;;;;;;;2062800;1910000;1200000;2564127;2011080;1879920;1748760;;;;;;;;;;;;;
Jarvis Varnado;;;;46404;33431;;;;;;;;;;;;;;;;;;;;;;
Jason Caffey;;;;;;;;;;;;;4148148;5687500;5250000;4812500;4380000;3937500;3675000;850920;700000;627000;;;;;
Jason Collier;;;;;;;;;;;;1650000;1500000;;1369440;1280040;1190760;;;;;;;;;;
Jason Collins;;;;436317;1352181;1352181;1352181;1181803;6200000;6100000;5800000;5500000;1887864;1227480;1147440;1067400;;;;;;;;;;;
Jason Hart;;;;;;;;69518;2484000;2300000;242640;1540000;1400000;638679;;465850;316969;;;;;;;;;;
Jason Kapono;;;;;;1223166;6641440;6212960;5784480;5356000;1188000;1100000;620046;366931;;;;;;;;;;;;;
Jason Kidd;;;;;3090000;10121000;8610500;8000000;21372000;19728000;18084000;16440000;14796000;13152000;9265000;8447500;7680000;6858335;6041000;5223333;4408000;3588000;2770800;;;;
Jason Lawson;;;;;;;;;;;;;;;;;;25000;;242250;;;;;;;
Jason Maxiell;;;1316809;2500000;5000000;5000000;5000000;5000000;1877572;1041360;973440;905640;;;;;;;;;;;;;;;
Jason Miskiri;;;;;;;;;;;;;;;;;;15982;;;;;;;;;
Jason Richardson;;;6601125;6204250;5799625;5395000;14444444;13333333;442114;11111110;9999999;8888888;3534018;2789280;2607360;2425440;;;;;;;;;;;
Jason Sasser;;;;;;;;;;;;;;;;;;2706;;;;;;;;;
Jason Smith;5000000;4300000;3278000;2500000;2500000;2500000;2187913;1418880;1326360;1233840;;;;;;;;;;;;;;;;;
Jason Terry;1551659;1499187;5450000;5625313;5000000;11158000;10650000;9862500;9196000;8898000;8100000;6666667;7500000;8333333;2153934;1689360;1579080;1468920;;;;;;;;;
Jason Thompson;945126;6431250;6037500;5643750;5250000;3001284;2178000;2035920;1893840;;;;;;;;;;;;;;;;;;
Jason Williams;;;;;;;524964;1306455;1262275;8937500;8250000;7562500;6875000;6187500;5500000;2554072;2011080;1879920;1460000;;;;;;;;
JaVale McGee;1403611;1270964;11250000;10750000;10000000;2462400;1601040;1496640;1392240;;;;;;;;;;;;;;;;;;
Javaris Crittenton;;;;;;;;1477920;1381560;1285200;;;;;;;;;;;;;;;;;
Jawad Williams;;;;;;;321652;736420;244463;;;;;;;;;;;;;;;;;;
Jawann Oldham;;;;;;;;;;;;;;;;;;;;;;;;;;175000;
Jay Guidinger;;;;;;;;;;;;;;;;;;;;;;;;250000;140000;;
Jay Humphries;;;;;;;;;;;;;;;;;;;;;;;1900000;1800000;1800000;760000;650000
Jay Williams;;;;;;;;;;;;;1550551;3710880;3451920;;;;;;;;;;;;
Jayson Williams;;;;;;;;;;;;;;;;15125000;13800000;12375000;11000000;2500000;2250000;2000000;1100000;950000;800000;650000;500000
Jeff Adrien;;;981084;916099;804131;270427;342666;;;;;;;;;;;;;;;;;;;;
Jeff Ayres;;312597;1828750;1750000;1500000;1500000;;457588;;;;;;;;;;;;;;;;;;;
Jeff Foote;;;;;;225341;;;;;;;;;;;;;;;;;;;;;
Jeff Foster;;;;;;3000000;6655000;6077500;5500000;5500000;5500000;5000000;4500000;4000000;1571335;986400;922080;857760;;;;;;;;;
Jeff Grayer;;;;;;;;;;;;;;;;;;;;;;225000;;715000;550000;950000;605000
Jeff Green;15000000;9200000;9200000;8700000;8385000;;4455988;3516960;3287640;3058200;;;;;;;;;;;;;;;;;
Jeff Hornacek;;;;;;;;;;;;;;;;;;5200000;3455000;4195000;2396000;2121000;2121400;1946000;1646000;1428000;1100000
Jeff Malone;;;;;;;;;;;;;;;;;;;;;;2380000;1930000;2380000;1980000;1580000;915000
Jeff Martin;;;;;;;;;;;;;;;;;;;;;;;;;;;210000
Jeff McInnis;;;;;;;;;;1219590;3600000;3400000;3600000;3300000;3000000;590850;523500;460000;350000;;;;;;;;
Jeff Nordgaard;;;;;;;;;;;;;;;;;;;;242000;;;;;;;
Jeff Sanders;;;;;;;;;;;;;;;;;;;475000;;;;;;250000;385000;
Jeff Taylor;;;915243;788872;575000;;;;;;;;;;;;;;;;;;;;;;
Jeff Teague;8800000;8000000;8000000;8000000;2433077;1579920;1476840;1373880;;;;;;;;;;;;;;;;;;;
Jeff Trepagnier;;;;;;;;;;;;;;638679;;332817;;;;;;;;;;;
Jeff Turner;;;;;;;;;;;;;;;;;;;;;;1300000;1100000;;700000;550000;410000
Jeff Webster;;;;;;;;;;;;;;;;;;;;;;225000;;;;;
Jeff Withey;1015696;947276;816482;490180;;;;;;;;;;;;;;;;;;;;;;;
Jefferson Sobral;;;;;;;;;;;75000;;;;;;;;;;;;;;;;
Jeffrey Sheppard;;;;;;;;;;;;;;;;;;385000;287500;;;;;;;;
Jelani McCoy;;;;;;;;;;151089;;;167418;36643;637435;565850;1110000;1000000;287500;;;;;;;;
Jerald Honeycutt;;;;;;;;;;;;;;;;;;460000;300000;300000;;;;;;;
Jerami Grant;980431;845059;884879;;;;;;;;;;;;;;;;;;;;;;;;
Jerel McNeal;;;80757;;;;;;;;;;;;;;;;;;;;;;;;
Jeremy Evans;1227286;1100602;1795000;1660257;1794872;762195;473604;;;;;;;;;;;;;;;;;;;;
Jeremy Lamb;6511628;3034356;2202000;2111160;2020200;;;;;;;;;;;;;;;;;;;;;;
Jeremy Lin;11483254;2139000;14898938;8374646;8374646;762195;473604;;;;;;;;;;;;;;;;;;;;
Jeremy Pargo;;;;;165487;1000000;;;;;;;;;;;;;;;;;;;;;
Jeremy Richardson;;;;;;;;;769431;253499;55365;;;;;;;;;;;;;;;;
Jeremy Tyler;;;;327709;762195;650000;;;;;;;;;;;;;;;;;;;;;
Jerian Grant;1643040;1572360;;;;;;;;;;;;;;;;;;;;;;;;;
Jermaine Jackson;;;;;;;;;;;;771123;;;171932;;423500;302875;;;;;;;;;
Jermaine O'Neal;;;;2000000;1352181;6226200;5765000;23016000;21372000;19728000;18084000;16440000;14796000;13152000;6900000;6325000;5710000;5075000;1075000;950640;827000;;;;;;
Jermaine Taylor;;;;;;;780871;725000;;;;;;;;;;;;;;;;;;;
Jermaine Walker;;;;;;;;;;;;;;;;;;100000;;;;;;;;;
Jermareo Davidson;;;;;;;;;422725;427163;;;;;;;;;;;;;;;;;
Jerome Allen;;;;;;;;;;;;;;;;;;510000;;35000;247500;200000;;;;;
Jerome Beasley;;;;;;;;;;;;;620046;366931;;;;;;;;;;;;;
Jerome James;;;;;;;;6600000;6200000;5800000;5400000;5000000;5455200;5000600;4546000;465850;;;287500;;;;;;;;
Jerome Jordan;;;816482;;;473604;;;;;;;;;;;;;;;;;;;;;
Jerome Kersey;;;;;;;;;;;;;;;;;1000000;1000000;1000000;500000;247500;255000;3608000;2940000;2655000;561000;550000
Jerome Lane;;;;;;;;;;;;;;;;;;;;;;;;;225000;640000;500000
Jerome Moiso;;;;;;;;;;;;;1760000;1600000;1681200;1571640;1461960;;;;;;;;;;
Jerome Williams;;;;;;;;;;7639400;7014400;6620063;6187500;5987500;5250000;5000000;2870000;2550000;737880;652800;568000;;;;;;
Jerrelle Benimon;;;29843;;;;;;;;;;;;;;;;;;;;;;;;
Jerrod Mustaf;;;;;;;;;;;;;;;;;;;;;;1600000;;1073000;904000;735000;565000
Jerry Reynolds;;;;;;;;;;;;;;;;;;;;;;Unknown;1667500;1288000;910000;1300000;450000
Jerry Stackhouse;;;;;1352181;1352181;222712;2000000;7000000;6750000;9296874;8367187;7437500;6906250;6375000;5843750;5310000;4781250;3887000;2583360;2286000;1987000;;;;;
Jerryd Bayless;9424084;3000000;3000000;3135000;3000000;3042280;2292600;2143080;1993560;;;;;;;;;;;;;;;;;;
Jeryl Sasser;;;;;;;;;;;;;;1125729;969480;901800;;;;;;;;;;;
Jim Grandholm;;;;;;;;;;;;;;;;;;;;;;;;;;;115000
Jim Jackson;;;;;;;;;;;;2640000;2420000;2200000;791341;789170;2330000;1925000;1750000;4600000;3900000;3200000;2700000;2000000;;;
Jim Les;;;;;;;;;;;;;;;;;;;;;;;250000;363000;413000;323000;30000
Jim McIlvaine;;;;;;;;;;;;;;;4400000;6000000;5400000;4800000;4200000;3600000;3000000;525000;200000;;;;
Jim Paxson;;;;;;;;;;;;;;;;;;;;;;;;;;225000;
Jim Petersen;;;;;;;;;;;;;;;;;;;;;;;;1521000;1221000;936000;1235000
Jimmer Fredette;;58068;948163;239279;2406240;2238360;;;;;;;;;;;;;;;;;;;;;
Jimmie Hunter;;;;;;;;;;;100000;;;;;;;;;;;;;;;;
Jimmy Butler;17552209;16407500;2119214;1174080;1097520;1020960;;;;;;;;;;;;;;;;;;;;;
Jimmy King;;;;;;;;;;;;;;;;;;;;;330000;300000;;;;;
Jimmy Oliver;;;;;;;;;;;;;;;;;;7471;;272250;;;;;;200000;
Jiri Welsch;;;;;;;;;;;;2177114;1419240;1326600;1234080;;;;;;;;;;;;
Jo Jo English;;;;;;;;;;;;;;;;;;;;;;;50000;;;;
Joakim Noah;17000000;13400000;12700000;11100000;11300000;12000000;3128536;2455680;2295480;2135400;;;;;;;;;;;;;;;;;
Jodie Meeks;6540000;6270000;6000000;1550000;1500000;854389;762195;650000;;;;;;;;;;;;;;;;;;;
Joe Alexander;;;;;;;90465;2583360;2403120;;;;;;;;;;;;;;;;;;
Joe Barry Carroll;;;;;;;;;;;;;;;;;;;;;;;;;;925000;350000
Joe Courtney;;;;;;;;;;;;;;;;;;;;;;225000;13158;150000;;;
Joe Crispin;;;;;;;;;;;;;;;;48705;;;;;;;;;;;
Joe Dumars;;;;;;;;;;;;;;;;;;510000;1000000;3000000;3075000;6881000;1096700;1280000;1339000;1295000;1035000
Joe Harris;980431;845059;884879;;;;;;;;;;;;;;;;;;;;;;;;
Joe Ingles;2150000;2100000;507336;;;;;;;;;;;;;;;;;;;;;;;;
Joe Johnson;11000000;21894863;23180790;21466718;19752645;18038573;16324500;14976754;14232567;13488377;12744189;12000000;2358954;1850160;1729560;1608840;;;;;;;;;;;
Joe Kleine;;;;;;;;;;;;;;;;;1200000;510000;1000000;272250;1235000;1040000;845000;650000;1150000;950000;850000
Joe Smith;;;;;;;1352181;1306455;4795000;5200000;6807000;6353200;5899400;5445600;4991800;4538000;2250000;2100000;1750000;3165160;2794000;2473000;;;;;
Joe Stephens;;;;;;;;;;;;;;;;;;88441;;272250;;;;;;;
Joe Wolf;;;;;;;;;;;;;;;;;;;1000000;480000;400000;15000;150000;;29000;763000;990000
Joe Young;1052342;1007026;;;;;;;;;;;;;;;;;;;;;;;;;
Joel Anthony;;2500000;3800000;3800000;3750000;3600000;3300000;825497;711517;427163;;;;;;;;;;;;;;;;;
Joel Embiid;4826160;4626960;4427640;;;;;;;;;;;;;;;;;;;;;;;;
Joel Freeland;;;3100000;2897976;3013512;;;;;;;;;;;;;;;;;;;;;;
Joel Przybilla;;;;;1352181;1145027;7405300;6857725;6310150;5762575;5215000;1560000;1500000;2373309;1862880;1741440;1619880;;;;;;;;;;
Joey Dorsey;;1015421;948163;;;;854389;881000;816500;;;;;;;;;;;;;;;;;;
Joey Graham;;;;;;;992680;884881;2449184;1596600;1492440;1388400;;;;;;;;;;;;;;;
Joffrey Lauvergne;1709719;1709719;1790281;;;;;;;;;;;;;;;;;;;;;;;;
Johan Petro;;;;;3500000;3250000;3250000;884881;1939893;1077120;1006800;936600;;;;;;;;;;;;;;;
John Amaechi;;;;;;;;;;;;;1200000;2610000;2392500;2175000;600000;385000;;;;200000;;;;;
John Bagley;;;;;;;;;;;;;;;;;;;;;;;;600000;550000;550000;550000
John Battle;;;;;;;;;;;;;;;;;;;;;;1540000;1330000;1120000;910000;700000;590000
John Celestand;;;;;;;;;;;;;;;;;;301875;;;;;;;;;
John Coker;;;;;;;;;;;;;;;;;;510000;350000;;;200000;;;;;
John Crotty;;;;;;;;;;;;;;;75366;1000000;800000;477000;504000;420000;;350000;250000;200000;140000;;
John Edwards;;;;;;;;;;;1080000;1000000;385277;;;;;;;;;;;;;;
John Henson;12267606;2943221;1987320;1905360;1823280;;;;;;;;;;;;;;;;;;;;;;
John Holland;;6214;;;;;;;;;;;;;;;;;;;;;;;;;
John Jenkins;1050961;981348;1312920;1258800;1204560;;;;;;;;;;;;;;;;;;;;;;
John Long;;;;;;;;;;;;;;;;;;;;272500;205200;;;;;;150000
John Lucas III;1403611;;527311;1600000;1500000;915852;208264;;32842;;700000;34041;;;;;;;;;;;;;;;
John Morton;;;;;;;;;;;;;;;;;;6735;;;;;;;;450000;350000
John Paxson;;;;;;;;;;;;;;;;;;;;;;;400000;800000;1200000;1600000;385000
John Salley;;;;;;;;;;;;;;;;;;510000;;;2225000;2402000;2652000;2452000;2002000;2000000;575000
John Salmons;;;1000000;7583000;8083000;8500000;8000000;5456000;5104000;4752000;4400000;1669001;925680;865320;670800;;;;;;;;;;;;
John Shasky;;;;;;;;;;;;;;;;;;;;;;;;;150000;250000;150000
John Starks;;;;;;;;;;;;;;;;2475000;2250000;4000000;4000000;5112500;1913000;1613000;1362500;1112000;600000;400000;120000
John Stockton;;;;;;;;;;;;;;;7875000;7000000;11000000;11000000;4000000;5000000;6000000;2800000;2600000;2400000;2200000;2100000;2000000
John Thomas;;;;;;;;;;;;178675;;;;;;832560;737000;640440;;;;;;;
John Turner;;;;;;;;;;;;;;;;;;;;;;;;;;615000;
John Wall;16957900;15851950;14746000;7459925;5915880;5530080;5144280;;;;;;;;;;;;;;;;;;;;
John Wallace;;;;;;;;;;;;;;813679;;2630000;2200000;2000000;1021000;903120;785000;;;;;;
John Williams;;;;;;;;;;;;;;;;;2100000;;1750000;4550000;4151000;4151000;3786000;3786000;800000;1100000;1000000
Johnny Dawkins;;;;;;;;;;;;;;;;;;;;;;2100000;150000;2100000;1900000;1700000;1500000
Johnny Newman;;;;;;;;;;;;;;;;1000000;2000000;1100000;1000000;1325000;1225000;1100000;300000;1435000;1175000;1206000;1200000
Johnny O'Bryant;;845059;600000;;;;;;;;;;;;;;;;;;;;;;;;
Johnny Taylor;;;;;;;;;;;;;;;;;;1172400;1037000;901880;;;;;;;
Jon Barry;;;;;;;;;;;;1800000;1800000;3000000;3175000;3175000;2730000;800000;600000;272500;247500;275000;800000;650000;500000;;
Jon Brockman;;;;;1000000;1000000;1000000;457588;;;;;;;;;;;;;;;;;;;
Jon Koncak;;;;;;;;;;;;;;;;;;;;;1150000;1000000;2600000;2900000;2450000;2000000;1550000
Jon Leuer;10991957;1035000;967500;900000;762195;473604;;;;;;;;;;;;;;;;;;;;;
Jon Stefansson;;;;;;;;;;;;;;366931;;;;;;;;;;;;;
Jon Sundvold;;;;;;;;;;;;;;;;;;;;;;;;;;333000;335000
Jonas Jerebko;5000000;5000000;4500000;4500000;4500000;4500000;762195;457588;;;;;;;;;;;;;;;;;;;
Jonas Valanciunas;14382023;4660482;4916974;3880800;3627720;;;;;;;;;;;;;;;;;;;;;;
Jonathan Bender;;;;;;;;801361;;;;7175000;6525000;5800000;3226745;2546760;2380680;2214600;;;;;;;;;
Jonathan Gibson;543471;;;;;;;;;;;;;;;;;;;;;;;;;;
Jonathan Holmes;;100000;;;;;;;;;;;;;;;;;;;;;;;;;
Jonathan Kerner;;;;;;;;;;;;;;;;;423500;5000;287500;;;;;;;;
Jonathon Simmons;874636;525093;;;;;;;;;;;;;;;;;;;;;;;;;
Jonny Flynn;;;;;;3414720;3192000;2969280;;;;;;;;;;;;;;;;;;;
Jordan Adams;1220900;1404600;1344120;;;;;;;;;;;;;;;;;;;;;;;;
