Player;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;1997;1996;1995;1994;1993;1992;1991
Marcus Camby;;;4177208;3383773;4590338;11227250;11749832;7650000;10000000;11250000;8800000;9150000;8500000;7250000;6750000;7300000;5750000;5250000;3164000;2799240;2434000;;;;;;
Marcus Fizer;;;;;;;;;;;;;735960;3726994;2946240;2754120;2562000;;;;;;;;;;
Marcus Georges-Hunt;25000;;;;;;;;;;;;;;;;;;;;;;;;;;
Marcus Haislip;;;;;;;;825497;;;;;576380;1547280;1439400;;;;;;;;;;;;
Marcus Landry;;;;;;;;457588;;;;;;;;;;;;;;;;;;;
Marcus Liberty;;;;;;;;;;;;;;;;;;;;;;;;650000;360000;260000;210000
Marcus Mann;;;;;;;;;;;;;;;;;;;;;220000;;;;;;
Marcus Morris;4625000;5000000;3105302;2096760;1959960;1823280;;;;;;;;;;;;;;;;;;;;;
Marcus Paige;125000;;;;;;;;;;;;;;;;;;;;;;;;;;
Marcus Smart;3578880;3431040;3283320;;;;;;;;;;;;;;;;;;;;;;;;
Marcus Thornton;1315448;1185784;8575000;8050000;7525000;7000000;762195;457888;;;;;;;;;;;;;;;;;;;
Marcus Vinicius;;;;;;;;;;687456;412718;;;;;;;;;;;;;;;;
Marcus Webb;;;;;;;;;;;;;;;;;;;;;;;;;140000;;
Marcus Williams;;;;;;;;855189;1262520;1180200;1097880;;;;;;;;;;;;;;;;
Mardy Collins;;;;;;;;1867742;1034760;967320;899880;;;;;;;;;;;;;;;;
Mario Bennett;;;;;;;;;;;;;;;;;;;;272500;555000;480000;;;;;
Mario Chalmers;;4300000;4000000;4000000;4000000;4000000;854389;773500;700000;;;;;;;;;;;;;;;;;;
Mario Elie;;;;;;;;;;;;;;;;;1000000;1925000;1750000;2430000;1400000;1450000;1450000;790000;608000;130000;50000
Mario Hezonja;3909840;3741480;;;;;;;;;;;;;;;;;;;;;;;;;
Mario Kasun;;;;;;;;;;;919551;682050;385277;;;;;;;;;;;;;;
Mario West;;;;;;;;446740;711517;427163;;;;;;;;;;;;;;;;;
Mark Acres;;;;;;;;;;;;;;;;;;;;;;;;;250000;547000;437000
Mark Aguirre;;;;;;;;;;;;;;;;;;;;;;;1540600;1471000;1351000;1232000;1115000
Mark Alarie;;;;;;;;;;;;;;;;;;;;;;;;;;550000;500000
Mark Blount;;;;;;;;7962500;8513916;7901040;7288165;5515875;4903000;944922;762435;540850;316969;;;;;;;;;;
Mark Bradtke;;;;;;;;;;;;;;;;;;;;;247500;;;;;;
Mark Bryant;;;;;;;;;;;;;;;1030000;1000000;2200000;2000000;2050000;2250000;1150000;1000000;1400000;1300000;1100000;450000;405000
Mark Davis;;;;;;;;;;;;;;;;;;6000;;326700;247500;200000;;;;;
Mark Eaton;;;;;;;;;;;;;;;;;;;;;;;;1333000;1333000;1333000;2000000
Mark Hendrickson;;;;;;;;;;;;;;;;;;62764;425000;;247000;;;;;;
Mark Hughes;;;;;;;;;;;;;;;;;;;;;;;;;;250000;
Mark Jackson;;;;;;;;;;;;;;1500000;3500000;3860000;3570000;4000000;3600000;3200000;2900000;2600000;2300000;2000000;1790000;1250000;1785000
Mark Karcher;;;;;;;;;;;;;;;;;50000;;;;;;;;;;
Mark Macon;;;;;;;;;;;;;;;;;;;;;;2038000;1767000;1498000;1228000;970000;
Mark Madsen;;;;;;;;2840000;2630000;2420000;2210000;2000000;745046;663679;813000;759960;707040;;;;;;;;;;
Mark Pope;;;;;;;;;;;;;870046;751179;637435;590850;498500;460000;382000;242000;;;;;;;
Mark Price;;;;;;;;;;;;;;;;;;;5488000;4090920;3409000;3687000;3200000;2850000;1690000;1520000;1400000
Mark Randall;;;;;;;;;;;;;;;;;;;;;;;;1200000;250000;180000;
Mark Strickland;;;;;;;;;;;;;;;60361;715850;2400000;2302400;2100000;272250;247500;50000;;;;;
Mark West;;;;;;;;;;;;;;;;;;510000;1000000;650000;2000000;1500000;1500000;1000000;1000000;975000;875000
Markel Brown;;845059;507336;;;;;;;;;;;;;;;;;;;;;;;;
Markieff Morris;7400000;8000000;3153860;2207040;2063040;1919160;;;;;;;;;;;;;;;;;;;;;
Marko Jaric;;;;;;;7625000;7100000;6575000;6050000;5525000;5000000;2100000;1925000;1750000;;;;;;;;;;;;
Marko Milic;;;;;;;;;;;;;;;;;;;350000;242000;;;;;;;
Marlon Garnett;;;;;;;;;;;;;;;;;;;287500;;;;;;;;
Marlon Maxey;;;;;;;;;;;;;;;;;;;;;;;275000;375000;325000;;
Marques Bragg;;;;;;;;;;;;;;;;;;;;;;225000;;;;;
Marquis Daniels;;;;;1229255;1223166;2470000;1990000;6864200;6373900;5883600;5393300;4903000;366931;;;;;;;;;;;;;
Marquis Teague;;;1120920;1074720;1028400;;;;;;;;;;;;;;;;;;;;;;
Marreese Speights;1403611;3815000;3657500;3500000;4200000;2721255;1773960;1658280;1542600;;;;;;;;;;;;;;;;;;
Marshall Plumlee;543471;;;;;;;;;;;;;;;;;;;;;;;;;;
MarShon Brooks;;;;1276560;1193280;1110120;;;;;;;;;;;;;;;;;;;;;
Martell Webster;833334;5713500;5381750;5150000;600000;5256000;4800000;4344000;3771133;2974080;2780160;2586120;;;;;;;;;;;;;;;
Martin Lewis;;;;;;;;;;;;;;;;;;;;;;200000;;;;;
Martin Muursepp;;;;;;;;;;;;;;;;;;;763200;675120;401000;;;;;;
Marty Conlon;;;;;;;;;;;;;;;;;;229059;662500;;247500;1165000;182500;250000;200000;130000;
Martynas Andriuskevicius;;;;;;;;;;;664209;398762;;;;;;;;;;;;;;;
Marvin Williams;12250000;7000000;7000000;7500000;8287500;7500000;6712500;7500000;5636143;4466040;4174800;3883560;;;;;;;;;;;;;;;
Mason Plumlee;2328530;1415520;1357080;1298640;;;;;;;;;;;;;;;;;;;;;;;
Mate Skelin;;;;;;;;;;;;;;;;;;385000;287500;;;;;;;;
Mateen Cleaves;;;;;;;;;;;;305784;735960;;1441440;1347480;1253400;;;;;;;;;;
Matt Barnes;6125000;3542500;3396250;3250000;1229255;1906200;1765000;1600000;926678;3000000;771331;131593;695046;;;;;;;;;;;;;;
Matt Bonner;;1499187;1448490;3945000;3630000;3315000;3000000;3240380;2987000;2678000;2000000;2000000;385277;;;;;;;;;;;;;;
Matt Bullard;;;;;;;;;;;;;;;1430000;1300000;2100000;1333333;Unknown;326700;247500;225000;;650000;500000;275000;120000
Matt Carroll;;;;;3500000;3900000;4300000;4700000;5050000;5450000;1188000;1100000;;349032;;;;;;;;;;;;;
Matt Costello;50000;;;;;;;;;;;;;;;;;;;;;;;;;;
Matt Fish;;;;;;;;;;;;;;;;;;;;150000;247500;;150000;;;;
Matt Freije;;;;;;;;;;;145961;;28191;;;;;;;;;;;;;;
Matt Geiger;;;;;;;;;;;;;;;8768480;8142160;7515840;6889520;6800000;1402000;1562000;1532000;1402000;250000;140000;;
Matt Harpring;;;;;;;;6500000;6000000;6000000;6500000;5020000;4690000;4290000;4000000;1908401;1244880;1163760;900000;;;;;;;;
Matt Janning;;;;;;;58504;;;;;;;;;;;;;;;;;;;;
Matt Maloney;;;;;;;;;;;;;3237500;3006260;170716;2543750;611000;600000;Unknown;326700;247500;;;;;;
Matt Othick;;;;;;;;;;;;;;;;;;;;;;;;;13000;;
Matt Walsh;;;;;;;;;;;;38904;;;;;;;;;;;;;;;
Matt Wenstrom;;;;;;;;;;;;;;;;;;;;;;;150000;150000;;;
Matthew Dellavedova;9607500;1147276;816482;490180;;;;;;;;;;;;;;;;;;;;;;;
Maurice Ager;;;;;;;83305;;1042440;974400;906480;;;;;;;;;;;;;;;;
Maurice Cheeks;;;;;;;;;;;;;;;;;;;;;;;;;600000;1000000;1000000
Maurice Evans;;;;;;1223166;2500000;2500000;2500000;1740000;1620000;1500000;695046;;;332817;;;;;;;;;;;
Maurice Harkless;8988765;2894059;1887840;1809840;1731960;;;;;;;;;;;;;;;;;;;;;;
Maurice Ndour;437318;525093;;;;;;;;;;;;;;;;;;;;;;;;;
Maurice Taylor;;;;;;;;;;;7500000;9100000;8450000;7800000;7150000;6500000;2250000;1367400;1209000;1051800;;;;;;;
Mehmet Okur;;;;;;10890000;9945000;9000000;8500000;8500000;8250000;8250000;7500000;1100000;1000000;;;;;;;;;;;;
Melvin Ely;;;;22341;;;1223166;;998398;895341;3303813;2401027;1742400;1628760;1490120;;;;;;;;;;;;
Melvin Robinson;;;;;;;;;;;;;;;;;;;;;;;150000;;;;
Melvin Sanders;;;;;;;;;;;;24315;;;;;;;;;;;;;;;
Mengke Bateer;;;;;;;;;;;;;;636679;512453;;;;;;;;;;;;
Metta World Peace;1551659;1499187;;7727280;7258960;6790640;6322320;5854000;7400000;7400000;7526316;6842105;6157895;5473684;1904860;1241760;1160760;1079760;;;;;;;;;
Meyers Leonard;9213484;3075880;2317920;2222160;2126520;;;;;;;;;;;;;;;;;;;;;;
Michael Adams;;;;;;;;;;;;;;;;;;;;;;1240000;1240000;1309000;1309000;1309000;825000
Michael Ansley;;;;;;;;;;;;;;;;;;;;;;;;;;;200000
Michael Beasley;1403611;300820;330227;1027424;5750000;6262347;4962240;4638600;4314960;;;;;;;;;;;;;;;;;;
Michael Bradley;;;;;;;;;;;;819550;720046;1292040;1207800;1123560;;;;;;;;;;;
Michael Cage;;;;;;;;;;;;;;;;;;510000;2350000;2055421;1473000;2126000;1635000;1502000;1390000;1390000;910000
Michael Carter-Williams;3183526;2399040;2300040;2200920;;;;;;;;;;;;;;;;;;;;;;;
Michael Curry;;;;;;;;;;;;;845122;2800000;2600000;2400000;2200000;2000000;550000;500000;400000;;;150000;;;
Michael Dickerson;;;;;;;;;;;;;;6187500;5500000;1940702;1310400;1224960;949600;;;;;;;;
Michael Doleac;;;;;;;;;;3120000;2880000;2640000;2400000;1540000;1400000;2000856;1452000;1357320;1050000;;;;;;;;
Michael Finley;;;;;;;;2500000;2500000;18593750;16141999;15937500;14609375;13281250;11953125;10625000;8400000;7200000;6000000;816840;723000;628000;;;;;
Michael Hawkins;;;;;;;;;;;;;;;;;423500;465029;350000;;;;;;;;
Michael Jordan;;;;;;;;;;;;;;;1030000;1000000;;;;33140000;30140000;3850000;3850000;4000000;4000000;3250000;2500000
Michael Kidd-Gilchrist;13000000;6331404;5016960;4809840;4602720;;;;;;;;;;;;;;;;;;;;;;
Michael Olowokandi;;;;;;;;;;;1103225;5900400;5408700;4917000;6061213;4662472;3697440;3456240;2700000;;;;;;;;
Michael Redd;;;;;;1308506;18300000;17040000;15780000;14520000;13260000;12000000;3000000;3000000;3000000;465850;316969;;;;;;;;;;
Michael Ruffin;;;;;;;;;1141838;1033930;1803600;1670000;745046;663679;;540850;440000;401875;;;;;;;;;
Michael Smith;;;;;;;;;;;;;;;;2400000;2200000;1660000;2180000;1920000;1570000;1340000;150000;;650000;625000;525000
Michael Stewart;;;;;;;;;;;;;4800000;4480000;4160000;3840000;3520000;3200000;1000000;242000;;;;;;;
Micheal Williams;;;;;;;;;;;;;;;;;;;2975000;2775000;2475000;2375000;2175000;2075000;1775000;500000;325000
Mickael Gelabale;;;;;447298;;;;;802000;802000;;;;;;;;;;;;;;;;
Mickael Pietrus;;;;;1005097;1223166;5300000;5300000;5300000;3470770;2535260;1910520;1785960;1527946;;;;;;;;;;;;;
Mickell Gladness;;;;;;248263;;;;;;;;;;;;;;;;;;;;;
Mike Batiste;;;;;;;;;;;;;;;349458;;;;;;;;;;;;
Mike Bibby;;;;;;1352181;5564767;6217617;14983603;13500000;12500000;11500000;10500000;9500000;8500000;4174893;3308160;3092400;2400000;;;;;;;;
Mike Brown;;;;;;;;;;;;;;;;;;25000;;;;Unknown;1475000;1375000;1275000;1175000;650000
Mike Conley;26540100;9680000;8760000;8600001;7305786;6611571;4913007;3883800;3630480;3377160;;;;;;;;;;;;;;;;;
Mike Dunleavy;4837500;4500000;3000000;3183000;3750000;3750000;10561984;9780992;9000000;8219008;7438016;4506261;3565080;3332520;3100080;;;;;;;;;;;;
Mike Gansey;;;;;;;;;;;150000;;;;;;;;;;;;;;;;
Mike Gminski;;;;;;;;;;;;;;;;;;;;;;;1000000;1850000;1415000;1850000;1650000
Mike Hall;;;;;;;;;;;135895;;;;;;;;;;;;;;;;
Mike Harris;;;;377217;;;;64978;;;;;;;;;;;;;;;;;;;
Mike Holton;;;;;;;;;;;;;;;;;;;;;;;;;;400000;
Mike Iuzzolino;;;;;;;;;;;;;;;;;;;;;;;97500;;241000;185000;
Mike James;;;;535106;795401;277566;;6466600;6244093;5632200;5215000;3410000;3100000;638679;512435;;;;;;;;;;;;
Mike Miller;3500000;1499187;2732000;1399507;5800000;5400000;5000000;9750000;9028575;8376194;7623813;6750000;6000000;3380457;2668080;2494080;2320080;;;;;;;;;;
Mike Muscala;1015696;947276;816482;57668;;;;;;;;;;;;;;;;;;;;;;;
Mike Penberthy;;;;;;;;;;;;;;;;28405;316969;;;;;;;;;;
Mike Peplowski;;;;;;;;;;;;;;;;;;;;;247500;225000;;150000;;;
Mike Sanders;;;;;;;;;;;;;;;;;;;;;;;;;1100000;860000;760000
Mike Scott;3333334;3333333;3333333;778872;473604;;;;;;;;;;;;;;;;;;;;;;
Mike Smith;;;;;;;;;;;;;;;;;316969;;;;;;;;;;
Mike Smrek;;;;;;;;;;;;;;;;;;;;;;;;;;;325000
Mike Sweetney;;;;;;;;;;;2696956;2116920;1978920;1840800;;;;;;;;;;;;;
Mike Taylor;;;;;;;;;500000;;;;;;;;;;;;;;;;;;
Mike Tobey;75000;;;;;;;;;;;;;;;;;;;;;;;;;;
Mike Wilks;;;;;;;;175908;998398;162281;798112;745248;720046;638679;29832;;;;;;;;;;;;
Mike Woodson;;;;;;;;;;;;;;;;;;;;;;;;;;658000;
Mikki Moore;;;;;;;;537952;5632200;5356000;1071225;1020000;870046;513000;46642;2531250;2850000;460000;;;;;;;;;
Mile Ilic;;;;;;;;;;864000;800000;;;;;;;;;;;;;;;;
Miles Plumlee;12500000;2109294;1169880;1121520;1073280;;;;;;;;;;;;;;;;;;;;;;
Miles Simon;;;;;;;;;;;;;;;;;;385000;287500;;;;;;;;
Milos Babic;;;;;;;;;;;;;;;;;;;;;;;;;;;200000
Milt Palacio;;;;;;;;;;;;1400000;807546;688679;750000;690000;316969;301875;;;;;;;;;
Mindaugas Kuzminskas;2898000;;;;;;;;;;;;;;;;;;;;;;;;;;
Miroslav Raduljica;252043;;1500000;1500000;;;;;;;;;;;;;;;;;;;;;;;
Mirsad Turkcan;;;;;;;;;;;;;;;;;1069400;830745;739400;;;;;;;;
Mirza Teletovic;10500000;5500000;3368100;3229050;3090000;;;;;;;;;;;;;;;;;;;;;;
Mitch McGary;1526040;1463040;1400040;;;;;;;;;;;;;;;;;;;;;;;;
Mitch Richmond;;;;;;;;;;;;;;;;1000000;10000000;10000000;2500000;3000000;3575000;3500000;3000000;2500000;1036000;950000;850000
Mitchell Butler;;;;;;;;;;;;;;876179;;715850;;150000;537500;272250;600000;500000;400000;150000;;;
Mitchell Wiggins;;;;;;;;;;;;;;;;;;;;;;;;;335000;335000;
Mo Williams;2194500;2100000;3750000;2652000;8500000;8500000;9300000;8860000;8353000;7750000;1920000;1760000;1600000;366931;;;;;;;;;;;;;
Monta Ellis;10763500;10300000;8720000;8000000;11000000;11000000;11000000;11000000;11000000;770610;664209;448762;;;;;;;;;;;;;;;
Montrezl Harrell;1045000;1000000;;;;;;;;;;;;;;;;;;;;;;;;;
Monty Williams;;;;;;;;;;;;;;1000000;887435;778350;1000000;510000;;1235000;1040000;845000;650000;;;;
Moochie Norris;;;;;;;;;;;;4200000;3850000;3500000;3150000;3600000;523500;;350000;;;;;;;;
Mookie Blaylock;;;;;;;;;;;;;;;;5400000;4800000;4200000;3600000;3000000;2800000;2500000;2100000;1630000;660000;575000;525000
Morlon Wiley;;;;;;;;;;;;;;;;;;;;;;;310000;;250000;130000;347000
Morris Almond;;;;;;;;;1081440;1005960;;;;;;;;;;;;;;;;;
Morris Peterson;;;;;;;6665000;6212960;5592240;5356000;4550000;4550000;4400000;1646079;1033320;966000;898560;;;;;;;;;;
Moses Malone;;;;;;;;;;;;;;;;;;;;;;305000;300000;1200000;2230000;1600000;2406000
Mouhamed Sene;;;;;;;;;2252400;2105520;1958640;;;;;;;;;;;;;;;;
Muggsy Bogues;;;;;;;;;;;;;;437420;1659120;1520860;1740000;510000;2800000;1800000;1575000;1350000;1125000;900000;700000;906000;805000
Mustafa Shakur;;;;52017;;;89670;;;5450;;;;;;;;;;;;;;;;;
Mychal Thompson;;;;;;;;;;;;;;;;;;;;;;;;;;1807000;615000
Mychel Thompson;;;;;;168035;;;;;;;;;;;;;;;;;;;;;
Myles Turner;2463840;2357760;;;;;;;;;;;;;;;;;;;;;;;;;
Myron Brown;;;;;;;;;;;;;;;;;;;;;;;;;;200000;
Nando De Colo;;;;1463000;1400000;;;;;;;;;;;;;;;;;;;;;;
Nate Higgs;;;;;;;;;;;;;;;;;;;;;;15000;;;;;
Nate Huffman;;;;;;;;;;;;;1280000;1760000;349458;;;;;20000;;;;;;;
Nate McMillan;;;;;;;;;;;;;;;;;;;;3500000;1355000;1265000;1060000;850000;750000;733000;658000
Nate Robinson;;16129;2106720;2016000;1146337;983307;4200000;4000000;2020179;1268160;1185480;1102680;;;;;;;;;;;;;;;
Nate Wolters;50000;;816482;490180;;;;;;;;;;;;;;;;;;;;;;;
Nathan Jawai;;;;;;;;736420;442114;;;;;;;;;;;;;;;;;;
Nazr Mohammed;;345966;1448490;1399507;1352181;3750000;6883800;6466600;6049400;5632200;5215000;5500000;5250000;5000000;4750000;4500000;739080;690960;535000;;;;;;;;
Ndudi Ebi;;;;;;;;;;;90000;964320;901440;838560;;;;;;;;;;;;;
Negele Knight;;;;;;;;;;;;;;;;;;;537500;;;;150000;496000;469000;469000;468000
Nemanja Bjelica;3800000;3950001;;;;;;;;;;;;;;;;;;;;;;;;;
Nemanja Nedovic;;;1104240;1056720;;;;;;;;;;;;;;;;;;;;;;;
Nenad Krstic;;;;;;;5543116;5400000;4778548;1889760;1080480;1010040;939480;;;;;;;;;;;;;;
Nene Hilario;2898000;13000000;13000000;13000000;13000000;13000000;11360000;10520000;9680000;8840000;8000000;3039889;2260280;2102840;1945520;;;;;;;;;;;;
Nerlens Noel;4384490;3457800;3315120;3172320;;;;;;;;;;;;;;;;;;;;;;;
Nick Anderson;;;;;;;;;;;;;;;6101906;5401906;3750000;5051906;3200000;4000000;3790000;3200000;3090000;2670000;800000;750000;725000
Nick Calathes;;;816482;490180;;;;;;;;;;;;;;;;;;;;;;;
Nick Collison;3750000;3750000;2242003;2585668;2929332;3272997;13250000;6250000;6350000;5750000;2501070;1815000;1969680;1578240;;;;;;;;;;;;;
Nick Fazekas;;;;;;;;;;427163;;;;;;;;;;;;;;;;;
Nick Johnson;980431;845059;507336;;;;;;;;;;;;;;;;;;;;;;;;
Nick Van Exel;;;;;;;;;;;;1138500;11933252;11956625;11061234;10164642;9200000;8354614;1900000;1900000;1900000;1900000;1900000;1100000;;;
Nick Young;5443918;5219169;4994420;1106941;5600000;3695857;2630503;1714800;1602960;1491240;;;;;;;;;;;;;;;;;
Nick Zeisloft;25000;;;;;;;;;;;;;;;;;;;;;;;;;;
Nicolas Batum;20869566;13125306;11765500;11295250;10850000;2155365;1196760;1118760;1040640;;;;;;;;;;;;;;;;;;
Nicolas Brussino;543471;;;;;;;;;;;;;;;;;;;;;;;;;;
Nicolas Laprovittola;543471;;;;;;;;;;;;;;;;;;;;;;;;;;
Nik Stauskas;2993040;2869440;2745840;;;;;;;;;;;;;;;;;;;;;;;;
Nikita Morgunov;;;;;;;;;;;;;;;;;;385000;287500;;;;;;;;
Nikola Jokic;1358500;1300000;;;;;;;;;;;;;;;;;;;;;;;;;
Nikola Jovanovic;30000;;;;;;;;;;;;;;;;;;;;;;;;;;
Nikola Mirotic;5782450;5543725;5305000;;;;;;;;;;;;;;;;;;;;;;;;
Nikola Pekovic;12100000;12100000;12100000;12100000;4837200;4503600;4000000;;;;;;;;;;;;;;;;;;;;
Nikola Vucevic;11750000;11250000;2902758;1892280;1768800;1645400;;;;;;;;;;;;;;;;;;;;;
Nikoloz Tskitishvili;;;;;;;;;;;;745248;2910600;2720760;2530920;;;;;;;;;;;;
Noah Vonleh;2751360;2637720;2524200;;;;;;;;;;;;;;;;;;;;;;;;
Nolan Smith;;;;;1404960;1306920;;;;;;;;;;;;;;;;;;;;;
Norm Richardson;;;;;;;;;;;;;;;;332817;;;;;;;;;;;
Norman Powell;874636;650000;;;;;;;;;;;;;;;;;;;;;;;;;
Norris Cole;;3036927;2150188;1191240;1035960;1035960;;;;;;;;;;;;;;;;;;;;;
O.J. Mayo;;8000000;8000000;8000000;4020000;5632637;4456200;4165560;3875040;;;;;;;;;;;;;;;;;;
Obinna Ekezie;;;;;;;;;;;;;;688679;;540850;423500;301875;;;;;;;;;
Ognjen Kuzmic;;;816482;490180;;;;;;;;;;;;;;;;;;;;;;;
Okaro White;100000;;;;;;;;;;;;;;;;;;;;;;;;;;
Olden Polynice;;;;;;;;;;;;;;1070000;;;2200000;2000000;1000000;3610000;3140000;2520000;1900000;850000;850000;750000;600000
Oleksiy Pecherov;;;;;;;;1547640;1446720;1345800;;;;;;;;;;;;;;;;;
Oliver Miller;;;;;;;;;;;;;;686838;;;;510000;600000;;247500;2372000;1540000;672000;517000;;
Olumide Oyedeji;;;;;;;;;;;;;;;587435;465850;316969;;;;;;;;;;
Omar Cook;;;;;;;;;;;;;;;;292230;;;;;;;;;;;
Omer Asik;9904494;9213483;8374646;8374646;8374646;1857500;1721000;;;;;;;;;;;;;;;;;;;;
Omri Casspi;2963814;2836186;1063384;947907;2277306;1341960;1254480;1167000;;;;;;;;;;;;;;;;;;;
Orien Greene;;;;;;;52066;;;77061;664209;398762;;;;;;;;;;;;;;;
Orlando Johnson;;50003;;788872;550000;;;;;;;;;;;;;;;;;;;;;;
Orlando Woolridge;;;;;;;;;;;;;;;;;;;;;;;2367000;1542000;1108000;957000;805000
Oscar Torres;;;;;;;;;;;;;;;168729;332817;;;;;;;;;;;
Othella Harrington;;;;;;;;;;2376000;2200000;3500000;3150000;2925000;2700000;2475000;2250000;2025000;Unknown;326700;247500;;;;;;
Othello Hunter;;;;;;;;307564;442114;;;;;;;;;;;;;;;;;;
Othyus Jeffers;;;;46816;;;;;;;;;;;;;;;;;;;;;;;
Otis Smith;;;;;;;;;;;;;;;;;;;;;;;;;;525000;450000
Otis Thorpe;;;;;;;;;;;;;;;;;2200000;2000000;4400000;5700000;7000000;2607000;2578400;2418000;2102000;1786000;1760000
Otto Porter;5893981;4662960;4470480;4278000;;;;;;;;;;;;;;;;;;;;;;;
P.J. Brown;;;;;;;;;;;8560000;8000000;8000000;8000000;7044800;6404800;5740000;5124800;4480000;3844800;2000000;960000;780000;600000;;;
P.J. Hairston;11534;1201440;1149720;;;;;;;;;;;;;;;;;;;;;;;;
P.J. Tucker;5300000;5500000;5700000;884293;762195;;;;;;412718;;;;;;;;;;;;;;;;
Pablo Prigioni;1050961;981348;1662961;1591350;473604;;;;;;;;;;;;;;;;;;;;;;
Pape Sow;;;;;;;;;;;744551;641748;385277;;;;;;;;;;;;;;
Pape Sy;;;;;;;473604;;;;;;;;;;;;;;;;;;;;
Pat Burke;;;;;;;;;;;810000;750000;;;349458;;;;;;;;;;;;
Pat Carroll;;;;;;;;;;;110000;;;;;;;;;;;;;;;;
Pat Connaughton;874636;625093;;;;;;;;;;;;;;;;;;;;;;;;;
Pat Durham;;;;;;;;;;;;;;;;;;;;;;;126000;;;;
Pat Garrity;;;;;;;;;;3818750;3525000;3231250;2937500;2643750;2350000;1569691;1019280;952800;740000;;;;;;;;
Patric Young;;;507336;;;;;;;;;;;;;;;;;;;;;;;;
Patricio Garino;100000;;;;;;;;;;;;;;;;;;;;;;;;;;
Patrick Beverley;6000000;6486486;915243;788872;281377;;473604;;;;;;;;;;;;;;;;;;;;
Patrick Christopher;;;74608;;;;;;;;;;;;;;;;;;;;;;;;
Patrick Eddie;;;;;;;;;;;;;;;;;;;;;;;;;;130000;
Patrick Ewing;;;;;;;;;;;;;;;1850000;2118420;14000000;15000000;18500000;20500000;3000000;18724000;4486700;3825000;3300000;3139000;4250000
Patrick O'Bryant;;;;;;;;1620000;1500000;2216400;2061720;;;;;;;;;;;;;;;;
Patrick Patterson;6050000;6268675;5831326;3105302;2096760;1959960;1823280;;;;;;;;;;;;;;;;;;;;
Patrick Savoy;;;;;;;;;;;;;;;;;;;;25000;;;;;;;
Patty Mills;3578948;3578947;3500000;1133950;1085120;;937195;457588;;;;;;;;;;;;;;;;;;;
Pau Gasol;15500000;7448760;7128000;19285850;19000000;18714150;17823000;16452000;15106000;13735000;12364000;10993000;4318481;2618395;3193680;2970840;;;;;;;;;;;
Paul Davis;;;;;;;;80488;328416;687456;412718;;;;;;;;;;;;;;;;
Paul George;18314532;17120106;15800000;3282003;2574120;2406240;2238360;;;;;;;;;;;;;;;;;;;;
Paul Graham;;;;;;;;;;;;;;;;;;;;;;;;600000;500000;125000;
Paul Grant;;;;;;;;;;;;;;350581;;;;1021080;903240;785400;;;;;;;
Paul McPherson;;;;;;;;;;;;;;;;;316969;;;;;;;;;;
Paul Miller;;;;;;;;;;;100000;;;;;;;;;;;;;;;;
Paul Millsap;20072033;18671659;9500000;9500000;8603633;8103435;7600000;7692932;797581;687456;625000;;;;;;;;;;;;;;;;
Paul Mokeski;;;;;;;;;;;;;;;;;;;;;;;;;;;100000
Paul Pierce;3527920;3376000;5305000;15333334;16790345;15333334;13876321;19795712;18077903;16360094;15101625;13843156;12584688;11326219;10067750;2051271;1608840;1503960;1165000;;;;;;;;
Paul Pressey;;;;;;;;;;;;;;;;;;;;;;;;;;1000000;900000
Paul Rogers;;;;;;;;;;;;;;;;;;;287500;;;;;;;;
Paul Shirley;;;;;;;;;;;;;;;29832;;;;;;;;;;;;
Pavel Podkolzin;;;;;;;;;;;600000;1141560;1061880;;;;;;;;;;;;;;
Peja Stojakovic;;;;;;;636320;13392000;12528000;11664000;10800000;7500000;6875000;6250000;5625000;5000000;1480000;1310400;Unknown;;;;;;;;
Pepe Sanchez;;;;;;;;;;;;;;663679;587435;;316969;;;;;;;;;;
Pero Antic;;;1250000;1200000;;;;;;;;;;;;;;;;;;;;;;;
Perry Jones;;2038206;1129200;1082520;1035960;;;;;;;;;;;;;;;;;;;;;;
Pervis Ellison;;;;;;;;;;;;;;;;;1000000;2750000;2420000;2090000;1760000;1430000;1100000;2300000;2300000;2300000;2300000
Pete Chilcutt;;;;;;;;;;;;;;;;;;510000;700000;700000;700000;700000;126300;760000;630000;475000;
Pete Mickeal;;;;;;;;;;;;;;;136374;;316969;;;;;;;;;;
Pete Myers;;;;;;;;;;;;;;;;;;;;272250;;600000;545000;150000;;;
Peter John Ramos;;;;;;;;;;;384776;660000;600000;;;;;;;;;;;;;;
Peyton Siva;;;;490180;;;;;;;;;;;;;;;;;;;;;;;
Phil Pressey;35000;150010;816482;490180;;;;;;;;;;;;;;;;;;;;;;;
Pierre Jackson;;750000;;;;;;;;;;;;;;;;;;;;;;;;;
Pooh Richardson;;;;;;;;;;;;;;;;;;5882;3030000;2820710;2721000;2521000;2120700;1694000;800000;760000;615000
Popeye Jones;;;;;;;;;;;;;;1070000;1030000;1500000;2812500;2531;2381000;1886538;1581000;1425000;769000;275000;;;
Pops Mensah-Bonsu;;;;;;;364461;87406;;;412718;;;;;;;;;;;;;;;;
Predrag Drobnjak;;;;;;;;;;;;;2550000;2500000;526413;478558;;;;;;;;;;;
Predrag Savovic;;;;;;;;;;;;;;;349458;;;;;;;;;;;;
